Protein	Localization
SNX25	Secretory
SORT1	Secretory
SPNS1	Secretory
SPPL2A	Secretory
SPPL3	Secretory
SPRY1	Secretory
SPRY4	Secretory
SPRYD3	Secretory
SPRYD7	Secretory
ST3GAL1	Secretory
ST3GAL4	Secretory
ST6GALNAC3	Secretory
ST6GALNAC4	Secretory
STARD3	Secretory
STARD3NL	Secretory
STK11IP	Secretory
STOM	Secretory
STX12	Secretory
STX16	Secretory
STX18	Secretory
STX6	Secretory
STX7	Secretory
STX8	Secretory
SV2A	Secretory
SYNGR2	Secretory
SYT1	Secretory
TCIRG1	Secretory
TEX2	Secretory
TFRC	Secretory
TGOLN2	Secretory
TM4SF1	Secretory
TM9SF2	Secretory
TM9SF3	Secretory
TM9SF4	Secretory
TMBIM6	Secretory
TMEM104	Secretory
TMEM106A	Secretory
TMEM106B	Secretory
TMEM106C	Secretory
TMEM115	Secretory
TMEM127	Secretory
TMEM161B	Secretory
TMEM165	Secretory
TMEM168	Secretory
TMEM175	Secretory
TMEM181	Secretory
TMEM184C	Secretory
TMEM192	Secretory
TMEM243	Secretory
TMEM44	Secretory
TMEM55A	Secretory
TMEM55B	Secretory
TMEM59	Secretory
TMEM63A	Secretory
TMEM87A	Secretory
TMEM87B	Secretory
TMEM9B	Secretory
TMF1	Secretory
TNFRSF21	Secretory
TPCN1	Secretory
TPCN2	Secretory
TPRG1L	Secretory
TRAM2	Secretory
TRANK1	Secretory
TRIM14	Secretory
TSPAN10	Secretory
TSPAN3	Secretory
TSPAN31	Secretory
TSPAN4	Secretory
TSPAN6	Secretory
TSPAN9	Secretory
TSPYL5	Secretory
TTYH3	Secretory
UBIAD1	Secretory
UGCG	Secretory
UNC93B1	Secretory
UST	Secretory
UXS1	Secretory
VAMP4	Secretory
VAMP7	Secretory
WDFY1	Secretory
VEZT	Secretory
VRK2	Secretory
VSIG10	Secretory
VTI1A	Secretory
VTI1B	Secretory
WWP2	Secretory
XK	Secretory
YIPF1	Secretory
YIPF2	Secretory
YIPF3	Secretory
YIPF4	Secretory
YIPF6	Secretory
ZDHHC13	Secretory
ZDHHC17	Secretory
ZFPL1	Secretory
ZFYVE27	Secretory
ZNF205	Secretory
ZNF70	Secretory
A1BG	Cytosol
AASDH	Cytosol
ABCF1	Cytosol
ABCF2	Cytosol
ABL1	Cytosol
ACBD3	Cytosol
ACTA1	Cytosol
ACTBL2	Cytosol
ACTG1	Cytosol
ACTL6A	Cytosol
ADD1	Cytosol
ADD3	Cytosol
ADRB2	Cytosol
AES	Cytosol
AJUBA	Cytosol
AKAP12	Cytosol
AKAP9	Cytosol
AKIRIN1	Cytosol
ALPK2	Cytosol
AMMECR1L	Cytosol
AMOTL2	Cytosol
ANAPC10	Cytosol
ANKFY1	Cytosol
ANKRA2	Cytosol
ANKRD1	Cytosol
ANKRD10	Cytosol
ANKRD17	Cytosol
ANKRD50	Cytosol
ANKZF1	Cytosol
APBA1	Cytosol
APBB1	Cytosol
APOA1	Cytosol
AR	Cytosol
ARCN1	Cytosol
ARHGAP10	Cytosol
ARHGAP32	Cytosol
ARHGEF26	Cytosol
ARMC7	Cytosol
ARMC8	Cytosol
ARNT2	Cytosol
ATG4D	Cytosol
ATXN3	Cytosol
AURKA	Cytosol
AZI2	Cytosol
BAG1	Cytosol
BAG5	Cytosol
BAG6	Cytosol
BCAS4	Cytosol
BCCIP	Cytosol
BLOC1S3	Cytosol
BLOC1S4	Cytosol
BUB1	Cytosol
C10orf88	Cytosol
C11orf63	Cytosol
C15orf41	Cytosol
C16orf62	Cytosol
C17orf53	Cytosol
C17orf75	Cytosol
C19orf55	Cytosol
C1S	Cytosol
C21orf59	Cytosol
C5	Cytosol
C5orf30	Cytosol
CALML3	Cytosol
CARD10	Cytosol
CARM1	Cytosol
CCDC28A	Cytosol
CCDC53	Cytosol
CCDC92	Cytosol
CCDC97	Cytosol
CCHCR1	Cytosol
CCNA2	Cytosol
CCNB2	Cytosol
CCND1	Cytosol
CCND3	Cytosol
CCNF	Cytosol
CDC20	Cytosol
CDC25B	Cytosol
CDC42BPB	Cytosol
CDC42EP4	Cytosol
CDC45	Cytosol
CDR2L	Cytosol
CENPJ	Cytosol
CEP104	Cytosol
CEP170	Cytosol
CEP170B	Cytosol
CEP192	Cytosol
CLTA	Cytosol
CLTB	Cytosol
CLTC	Cytosol
CLUAP1	Cytosol
CMTR2	Cytosol
CNBP	Cytosol
CNTRL	Cytosol
COBLL1	Cytosol
COL1A1	Cytosol
COL3A1	Cytosol
COPB2	Cytosol
COPS3	Cytosol
COPS6	Cytosol
COPS7A	Cytosol
CPEB2	Cytosol
CROCC	Cytosol
CSNK1A1	Cytosol
CSTA	Cytosol
CTTN	Cytosol
CUEDC1	Cytosol
CUL1	Cytosol
CUL2	Cytosol
CUL3	Cytosol
CUL4B	Cytosol
CUL5	Cytosol
CYTH3	Cytosol
DAB2IP	Cytosol
DCAF11	Cytosol
DCAF7	Cytosol
DCLK2	Cytosol
DCP1B	Cytosol
DDX59	Cytosol
DEPDC5	Cytosol
DFNB31	Cytosol
DGKD	Cytosol
DHX58	Cytosol
DIP2A	Cytosol
DIS3L	Cytosol
DPP10	Cytosol
DRAP1	Cytosol
DUS1L	Cytosol
DYNLL1	Cytosol
DYNLL2	Cytosol
DYRK1A	Cytosol
DYRK1B	Cytosol
E2F5	Cytosol
ECHDC1	Cytosol
EDC3	Cytosol
EIF2A	Cytosol
EIF2S1	Cytosol
EIF2S2	Cytosol
EIF2S3	Cytosol
EIF3B	Cytosol
EIF3M	Cytosol
EIF4A2	Cytosol
EIF4E	Cytosol
EIF4E3	Cytosol
EIF4ENIF1	Cytosol
EIF4G1	Cytosol
EIF4G2	Cytosol
EIF4G3	Cytosol
EIF5B	Cytosol
EML3	Cytosol
EPM2AIP1	Cytosol
EPN1	Cytosol
EPS15	Cytosol
EPS15L1	Cytosol
EPS8	Cytosol
ETS1	Cytosol
ETS2	Cytosol
EVI5	Cytosol
EXOC1	Cytosol
EXOC2	Cytosol
EXOC3	Cytosol
EXOC5	Cytosol
EXOC6B	Cytosol
EXOC7	Cytosol
EXOC8	Cytosol
EYA4	Cytosol
FAM102A	Cytosol
FAM115C	Cytosol
FAM117B	Cytosol
FAM120B	Cytosol
FAM160A2	Cytosol
FAM63A	Cytosol
FAM83G	Cytosol
FAM89B	Cytosol
FAM91A1	Cytosol
FBXL12	Cytosol
FBXL3	Cytosol
FBXO18	Cytosol
FBXO21	Cytosol
FBXO33	Cytosol
FBXO5	Cytosol
FBXW5	Cytosol
FCHO2	Cytosol
FCHSD2	Cytosol
FEM1B	Cytosol
FGF13	Cytosol
FGFR1OP	Cytosol
FHL2	Cytosol
FIG4	Cytosol
FLAD1	Cytosol
FUT4	Cytosol
GAS2L1	Cytosol
GFOD1	Cytosol
GFOD2	Cytosol
GID4	Cytosol
GID8	Cytosol
GLI3	Cytosol
GOLPH3L	Cytosol
GOPC	Cytosol
GPS1	Cytosol
GTF3A	Cytosol
GUCY1A2	Cytosol
HECA	Cytosol
HGS	Cytosol
HIP1R	Cytosol
HIVEP2	Cytosol
HMMR	Cytosol
HOXD13	Cytosol
HSPA12A	Cytosol
HSPA6	Cytosol
HSPBAP1	Cytosol
HUS1	Cytosol
HUWE1	Cytosol
IFRD1	Cytosol
IFT122	Cytosol
IFT140	Cytosol
IFT172	Cytosol
IFT57	Cytosol
IFT81	Cytosol
IFT88	Cytosol
INSIG1	Cytosol
IQGAP2	Cytosol
IRF9	Cytosol
ITCH	Cytosol
ITPKB	Cytosol
KATNAL2	Cytosol
KBTBD8	Cytosol
KCTD10	Cytosol
KCTD13	Cytosol
KCTD17	Cytosol
KCTD3	Cytosol
KCTD5	Cytosol
KEAP1	Cytosol
KIAA0196	Cytosol
KIAA0586	Cytosol
KIAA1033	Cytosol
KIAA1217	Cytosol
KIAA1841	Cytosol
KIF3C	Cytosol
KLF10	Cytosol
KLHDC10	Cytosol
KLHDC2	Cytosol
KLHL17	Cytosol
KLHL18	Cytosol
KLHL2	Cytosol
KLHL20	Cytosol
KLHL24	Cytosol
KPNA3	Cytosol
KRT80	Cytosol
LPIN1	Cytosol
LRCH1	Cytosol
LRCH3	Cytosol
LRRC14	Cytosol
LRRC42	Cytosol
LRRC45	Cytosol
LRRFIP2	Cytosol
LSM2	Cytosol
LSM3	Cytosol
LSM6	Cytosol
LSM7	Cytosol
LSP1	Cytosol
LZTR1	Cytosol
MAP1A	Cytosol
MAP4K3	Cytosol
MAPKBP1	Cytosol
MAST4	Cytosol
MBNL2	Cytosol
MCC	Cytosol
MCMBP	Cytosol
MED26	Cytosol
MED28	Cytosol
METTL23	Cytosol
MEX3D	Cytosol
MFHAS1	Cytosol
MIB2	Cytosol
MICAL3	Cytosol
MICALL1	Cytosol
MKLN1	Cytosol
MMADHC	Cytosol
MPHOSPH9	Cytosol
MSRB3	Cytosol
MTMR10	Cytosol
MYCBP	Cytosol
MYH10	Cytosol
MYLK	Cytosol
NAA16	Cytosol
NAA38	Cytosol
NAV1	Cytosol
NAV3	Cytosol
NCKAP5L	Cytosol
NDE1	Cytosol
NDEL1	Cytosol
NFATC2	Cytosol
NGLY1	Cytosol
NHSL1	Cytosol
NMD3	Cytosol
NPRL2	Cytosol
NR3C1	Cytosol
NTPCR	Cytosol
NUDT9	Cytosol
OAS3	Cytosol
OGFRL1	Cytosol
OSBPL9	Cytosol
PARD6B	Cytosol
PARP3	Cytosol
PCBP4	Cytosol
PCMTD1	Cytosol
PCMTD2	Cytosol
PDCD2	Cytosol
PDE12	Cytosol
PDE4DIP	Cytosol
PDRG1	Cytosol
PDXDC1	Cytosol
PEX7	Cytosol
PGBD2	Cytosol
PGLYRP2	Cytosol
PHACTR4	Cytosol
PHLDA1	Cytosol
PHLDA3	Cytosol
PICALM	Cytosol
PIKFYVE	Cytosol
PIP4K2A	Cytosol
PIP4K2B	Cytosol
PKN2	Cytosol
PLA2G16	Cytosol
PLAA	Cytosol
PLCB3	Cytosol
PLEKHA2	Cytosol
PLEKHA7	Cytosol
PLSCR4	Cytosol
POLI	Cytosol
POLM	Cytosol
POTEF	Cytosol
POTEI	Cytosol
PPFIA2	Cytosol
PPP1CB	Cytosol
PPP1R13B	Cytosol
PPP1R21	Cytosol
PPP1R35	Cytosol
PPP2R5C	Cytosol
PRKACA	Cytosol
PRKACB	Cytosol
PRKAR1A	Cytosol
PRKAR1B	Cytosol
PRKAR2A	Cytosol
PRKAR2B	Cytosol
PRMT10	Cytosol
PRRC1	Cytosol
PRUNE2	Cytosol
PSD3	Cytosol
PSMD4	Cytosol
PWWP2B	Cytosol
R3HDM2	Cytosol
RAB40C	Cytosol
RAD51	Cytosol
RAD51B	Cytosol
RAD51D	Cytosol
RALBP1	Cytosol
RALGAPA1	Cytosol
RALGAPA2	Cytosol
RASSF3	Cytosol
RASSF5	Cytosol
RASSF7	Cytosol
RAVER2	Cytosol
RDX	Cytosol
REPS1	Cytosol
RGS4	Cytosol
RIOK1	Cytosol
RNASEH2A	Cytosol
RNF213	Cytosol
RNF216	Cytosol
RNLS	Cytosol
RPAP3	Cytosol
RPS6KA5	Cytosol
RPS6KC1	Cytosol
RUVBL1	Cytosol
RUVBL2	Cytosol
SACS	Cytosol
SDCCAG8	Cytosol
SEC16A	Cytosol
SEC23A	Cytosol
SEC24C	Cytosol
SETD3	Cytosol
SHCBP1	Cytosol
SHKBP1	Cytosol
SHOC2	Cytosol
SIK1	Cytosol
SIPA1	Cytosol
SLC9A3R1	Cytosol
SLFN5	Cytosol
SLPI	Cytosol
SMAD3	Cytosol
SMAD5	Cytosol
SMG5	Cytosol
SMG7	Cytosol
SMG9	Cytosol
SMUG1	Cytosol
SNX18	Cytosol
SNX3	Cytosol
SNX33	Cytosol
SNX9	Cytosol
SPAG5	Cytosol
SPSB2	Cytosol
SRGAP1	Cytosol
SRP68	Cytosol
SRP72	Cytosol
STK40	Cytosol
STRIP1	Cytosol
STRIP2	Cytosol
STRN	Cytosol
STRN3	Cytosol
STRN4	Cytosol
STUB1	Cytosol
SYNJ1	Cytosol
SZRD1	Cytosol
SZT2	Cytosol
TAF7	Cytosol
TANC1	Cytosol
TANC2	Cytosol
TAOK1	Cytosol
TBC1D5	Cytosol
TCF19	Cytosol
TCHP	Cytosol
TGFBRAP1	Cytosol
TGS1	Cytosol
THOC3	Cytosol
TLL2	Cytosol
TLN2	Cytosol
TNS1	Cytosol
TOM1L2	Cytosol
TP53BP2	Cytosol
TRAF3	Cytosol
TRAF3IP1	Cytosol
TRAF4	Cytosol
TRAF7	Cytosol
TRAFD1	Cytosol
TRAPPC1	Cytosol
TRAPPC8	Cytosol
TRIM44	Cytosol
TRIM45	Cytosol
TRIM46	Cytosol
TRIM7	Cytosol
TRUB1	Cytosol
TSPYL4	Cytosol
TTBK2	Cytosol
TTC21B	Cytosol
TTC30B	Cytosol
TTC5	Cytosol
TTI2	Cytosol
TULP4	Cytosol
UBL4A	Cytosol
UBOX5	Cytosol
UBP1	Cytosol
UBR1	Cytosol
UCKL1	Cytosol
UNKL	Cytosol
URI1	Cytosol
USB1	Cytosol
USP16	Cytosol
USP22	Cytosol
USP27X	Cytosol
USP38	Cytosol
VARS	Cytosol
WBP5	Cytosol
VDR	Cytosol
WDR13	Cytosol
WDR19	Cytosol
WDR26	Cytosol
WDR35	Cytosol
WDR45B	Cytosol
WDR82	Cytosol
WDR92	Cytosol
WDTC1	Cytosol
VPS11	Cytosol
VPS16	Cytosol
VPS18	Cytosol
VPS26B	Cytosol
VPS33A	Cytosol
VPS39	Cytosol
VPS41	Cytosol
VPS54	Cytosol
VPS8	Cytosol
WRAP53	Cytosol
WWC3	Cytosol
XPO1	Cytosol
YTHDF2	Cytosol
YTHDF3	Cytosol
ZCCHC11	Cytosol
ZFAND5	Cytosol
ZFYVE16	Cytosol
ZNF181	Cytosol
ZNF383	Cytosol
ZNF544	Cytosol
ZNF607	Cytosol
ZNF81	Cytosol
ZNFX1	Cytosol
ZSWIM3	Cytosol
ABCF3	Cytosol
ANKS1A	Cytosol
ARFGAP2	Cytosol
ARHGAP18	Cytosol
ARHGEF37	Cytosol
ATG2B	Cytosol
CAMKK2	Cytosol
CC2D1A	Cytosol
DIAPH2	Cytosol
GLCCI1	Cytosol
IQCG	Cytosol
JOSD2	Cytosol
LRRC40	Cytosol
MAP3K2	Cytosol
MOB3A	Cytosol
N6AMT2	Cytosol
NEK6	Cytosol
PKN1	Cytosol
RASSF2	Cytosol
RIPK1	Cytosol
RPS6KA1	Cytosol
SCYL2	Cytosol
SEC13	Cytosol
SIK3	Cytosol
SPATA2L	Cytosol
TBC1D16	Cytosol
TICAM1	Cytosol
UBL5	Cytosol
WWC1	Cytosol
ZC3H12A	Cytosol
AACS	Cytosol
AARS	Cytosol
AARSD1	Cytosol
ABRACL	Cytosol
ACBD7	Cytosol
ACYP1	Cytosol
ADI1	Cytosol
ANXA4	Cytosol
ARHGDIA	Cytosol
ATG4A	Cytosol
ATG4B	Cytosol
C2orf76	Cytosol
CAB39L	Cytosol
CAMK1	Cytosol
CAPS	Cytosol
CLIC1	Cytosol
CRYGS	Cytosol
CTNNBIP1	Cytosol
CYB5R2	Cytosol
DBI	Cytosol
DBNDD1	Cytosol
DDT	Cytosol
DPH3	Cytosol
DPH6	Cytosol
EIF1	Cytosol
ENO3	Cytosol
FABP7	Cytosol
FAM49A	Cytosol
FBXO43	Cytosol
FKBP1A	Cytosol
GBP1	Cytosol
GCA	Cytosol
GDI1	Cytosol
GDI2	Cytosol
GSKIP	Cytosol
GSTM3	Cytosol
GSTM4	Cytosol
HID1	Cytosol
HPRT1	Cytosol
IDNK	Cytosol
IRF3	Cytosol
MAGOH	Cytosol
MAPK1IP1L	Cytosol
MDP1	Cytosol
MEA1	Cytosol
METTL2B	Cytosol
MIEN1	Cytosol
MKNK1	Cytosol
MT3	Cytosol
MTPN	Cytosol
NAP1L5	Cytosol
NFKBIB	Cytosol
NR2C2AP	Cytosol
NSMAF	Cytosol
NUDT4	Cytosol
NUTF2	Cytosol
OLA1	Cytosol
ORAOV1	Cytosol
PANK2	Cytosol
PGK2	Cytosol
PHPT1	Cytosol
PKIA	Cytosol
PKIG	Cytosol
PPP1R14C	Cytosol
PRDX6	Cytosol
PSAT1	Cytosol
PSTK	Cytosol
PTGR2	Cytosol
PYGM	Cytosol
RANBP1	Cytosol
RCAN1	Cytosol
RGL1	Cytosol
RNF146	Cytosol
RWDD1	Cytosol
S100A11	Cytosol
S100A2	Cytosol
S100A6	Cytosol
SARS	Cytosol
SCRN1	Cytosol
SENP8	Cytosol
SEPW1	Cytosol
SH3BGR	Cytosol
SH3BGRL	Cytosol
SMAP1	Cytosol
SMOX	Cytosol
SRI	Cytosol
STARD5	Cytosol
STMN2	Cytosol
TAGLN2	Cytosol
TAGLN3	Cytosol
TANGO2	Cytosol
TGM2	Cytosol
TMSB10	Cytosol
TPMT	Cytosol
TSC22D1	Cytosol
TUBA4A	Cytosol
TUBB8	Cytosol
TXN	Cytosol
ZBTB8OS	Cytosol
ADAT2	Cytosol
ANP32A	Cytosol
ANP32B	Cytosol
ATE1	Cytosol
BAG3	Cytosol
BTF3L4	Cytosol
C14orf142	Cytosol
C5orf22	Cytosol
CASP1	Cytosol
COPRS	Cytosol
CRIPT	Cytosol
CUTC	Cytosol
DFFA	Cytosol
DNAJC2	Cytosol
DXO	Cytosol
EIF1B	Cytosol
EIF5	Cytosol
EVL	Cytosol
FBXO22	Cytosol
FBXO3	Cytosol
FHL3	Cytosol
FKBP3	Cytosol
FLNA	Cytosol
GANC	Cytosol
GRHPR	Cytosol
GSTZ1	Cytosol
HDGF	Cytosol
HMGB3	Cytosol
HSPA14	Cytosol
HSPA4	Cytosol
HSPA4L	Cytosol
HSPH1	Cytosol
IMPDH2	Cytosol
KCNAB1	Cytosol
KIAA1143	Cytosol
MAT2A	Cytosol
NACA	Cytosol
NAE1	Cytosol
NANS	Cytosol
NIF3L1	Cytosol
NUCKS1	Cytosol
OGFOD1	Cytosol
PAWR	Cytosol
PDAP1	Cytosol
PFDN2	Cytosol
PFDN4	Cytosol
PFDN5	Cytosol
PFDN6	Cytosol
PSMG4	Cytosol
PTMA	Cytosol
RAD1	Cytosol
RAD23B	Cytosol
RCC2	Cytosol
SAAL1	Cytosol
SCLY	Cytosol
SIAH1	Cytosol
SUB1	Cytosol
TALDO1	Cytosol
TCEB1	Cytosol
TEX30	Cytosol
TKT	Cytosol
TKTL2	Cytosol
TPM4	Cytosol
TPRKB	Cytosol
TROVE2	Cytosol
TXNL1	Cytosol
UBE2A	Cytosol
UBL7	Cytosol
UBXN2A	Cytosol
UPP1	Cytosol
WDR61	Cytosol
ZFAND6	Cytosol
MARS2	Mitochondria
AARS2	Mitochondria
ACAD10	Mitochondria
ACADVL	Mitochondria
ACOT9	Mitochondria
ACSF2	Mitochondria
ADCK3	Mitochondria
AK3	Mitochondria
AK4	Mitochondria
ALDH18A1	Mitochondria
ALDH1L2	Mitochondria
AMOTL1	Mitochondria
ANGPTL3	Mitochondria
ANKRD26	Mitochondria
ARG1	Unclassified
ARHGAP21	Mitochondria
ARID3B	Mitochondria
ATPAF1	Mitochondria
ATPAF2	Mitochondria
AUNIP	Unclassified
BCKDK	Mitochondria
C1orf106	Mitochondria
C1orf226	Mitochondria
C1QBP	Mitochondria
C1R	Mitochondria
C7orf55	Mitochondria
CBR4	Mitochondria
CCDC34	Mitochondria
CCRN4L	Mitochondria
CCSER2	Mitochondria
CDK5RAP1	Mitochondria
CGNL1	Mitochondria
CHCHD2	Mitochondria
CLPX	Mitochondria
CMC4	Mitochondria
COQ9	Mitochondria
COX19	Mitochondria
CPT2	Mitochondria
DLG5	Mitochondria
DNAJC15	Mitochondria
E2F7	Mitochondria
ELK3	Mitochondria
ETFA	Mitochondria
EXO1	Unclassified
F5	Mitochondria
FAM185A	Unclassified
FAM64A	Mitochondria
FASTKD1	Mitochondria
FASTKD2	Mitochondria
FASTKD5	Mitochondria
FDX1L	Mitochondria
FDXR	Mitochondria
FECH	Mitochondria
FGD4	Mitochondria
FLG2	Mitochondria
FOXM1	Mitochondria
FOXN3	Mitochondria
GCAT	Mitochondria
GCSH	Mitochondria
GEN1	Mitochondria
GFM2	Mitochondria
GLS	Mitochondria
GPT2	Mitochondria
GRPEL1	Mitochondria
GRPEL2	Mitochondria
GSDMA	Mitochondria
GULP1	Mitochondria
HIP1	Mitochondria
HSD17B10	Unclassified
HSDL2	Mitochondria
HSPA9	Mitochondria
HSPD1	Mitochondria
HSPE1	Mitochondria
IBA57	Mitochondria
IDH3G	Mitochondria
ISCU	Mitochondria
KIAA1671	Mitochondria
KIAA1731	Mitochondria
KIF14	Mitochondria
KIF23	Unclassified
KIFC3	Mitochondria
KLF6	Unclassified
KRT10	Mitochondria
L2HGDH	Mitochondria
LACE1	Mitochondria
LIAS	Mitochondria
LIN7A	Mitochondria
LIPT1	Mitochondria
LMO7	Mitochondria
LONP1	Mitochondria
LRPPRC	Mitochondria
LYRM1	Mitochondria
LYRM5	Mitochondria
